"word","BBC","CNN","FOX","MSNBC"
"sturgeon.s","1","0","0","0"
"sarwar","3","0","0","0"
"derencepact","4","0","0","0"
"errects","5","0","0","0"
"periods","7","0","0","0"
"heavier","1","0","0","0"
"kwajo","2","0","0","0"
"tweneboa","2","0","0","0"
"jjab","1","0","0","0"
"arawing","2","0","0","0"
"oirice","1","0","0","0"
"rketurn","4","0","0","0"
"or1ice","4","0","0","0"
"X26911","1","0","0","0"
"morgans","4","0","0","0"
"columnsin","1","0","0","0"
"itvs","3","0","0","0"
"scollish","1","0","0","0"
"gogh","6","0","0","0"
"X1882","1","0","0","0"
"newtownabbey","1","0","0","0"
"helenm","1","0","0","0"
"bolam","1","0","0","0"
"muddy","1","0","0","0"
"paws","1","0","0","0"
"boosterinvite","1","0","0","0"
"tonhs","1","0","0","0"
"staffin","1","0","0","0"
"tence","1","0","0","0"
"ashford","2","0","0","0"
"offline","1","0","0","0"
"murdoch.owned","3","0","0","0"
"talktv","2","0","0","0"
"correspoﬁdem","1","0","0","0"
"thu","3","0","0","0"
"healtth","1","0","0","0"
"cladding","6","0","0","0"
"olce","1","0","0","0"
"gly","2","0","0","0"
"plers","2","0","0","0"
"kurope","3","0","0","0"
"iinancial","1","0","0","0"
"stabity","1","0","0","0"
"developers","1","0","0","0"
"chapo","2","0","0","0"
"quttering","1","0","0","0"
"auctions","1","0","0","0"
"o7oo","3","0","0","0"
"willlams","16","0","0","0"
"jean.raul","5","0","0","0"
"belmonao","1","0","0","0"
"delarus","6","0","0","0"
"nigures","2","0","0","0"
"citety","4","0","0","0"
"afghanistan.s","4","0","0","0"
"negotiator","3","0","0","0"
"harmed","3","0","0","0"
"jallbreax","2","0","0","0"
"searcn","2","0","0","0"
"belmondo","4","0","0","0"
"mechanic","4","0","0","0"
"X1igures","3","0","0","0"
"kolesnikova","3","0","0","0"
"kardasnian","7","0","0","0"
"peppers","7","0","0","0"
"saffron","7","0","0","0"
"llrom","1","0","0","0"
"catalonia","1","0","0","0"
"almeria","1","0","0","0"
"brazll","1","0","0","0"
"fuelling","2","0","0","0"
"X161","9","0","0","0"
"enrico","2","0","0","0"
"pergolini","2","0","0","0"
"mustafa","2","0","0","0"
"coja","2","0","0","0"
"pollotti","2","0","0","0"
"hymwh","2","0","0","0"
"oouth","8","0","0","0"
"banat","1","0","0","0"
"fatah","2","0","0","0"
"unspecified","2","0","0","0"
"neighbouring","2","0","0","0"
"soclal","205","0","0","0"
"compensate","1","0","0","0"
"labelled","1","0","0","0"
"primates","1","0","0","0"
"klm","1","0","0","0"
"kardashians","1","0","0","0"
"X25om","1","0","0","0"
"alrica","6","0","0","0"
"growtn","6","0","0","0"
"africa.s","1","0","0","0"
"most.industrialized","1","0","0","0"
"tenaer","5","0","0","0"
"daimler","1","0","0","0"
"ohang.chl","1","0","0","0"
"X127m","1","0","0","0"
"corrépondent","2","0","0","0"
"leeds","1","0","0","0"
"ooclal","229","0","0","0"
"manifesto","66","0","0","0"
"oocclal","4","0","0","0"
"pryt","1","0","0","0"
"holyrood","21","0","0","0"
"eoe","1","0","0","0"
"ocottissh","2","0","0","0"
"rruue","1","0","0","0"
"rostering","5","0","0","0"
"barnardos","4","0","0","0"
"fostering","5","0","0","0"
"aemand","3","0","0","0"
"sibling","4","0","0","0"
"yougov","2","0","0","0"
"cloud9","4","0","0","0"
"valorant","3","0","0","0"
"istarx","2","0","0","0"
"valve","2","0","0","0"
"dota","2","0","0","0"
"overflaul","4","0","0","0"
"acnes","1","0","0","0"
"crisisin","3","0","0","0"
"firebreak","3","0","0","0"
"retorm","1","0","0","0"
"buuuel","2","0","0","0"
"ppyt","2","0","0","0"
"campaigner","2","0","0","0"
"esports","9","0","0","0"
"gamers","8","0","0","0"
"valkyries","1","0","0","0"
"plym","2","0","0","0"
"speculdation","4","0","0","0"
"ieacnes","1","0","0","0"
"pwmmm","1","0","0","0"
"X74o","2","0","0","0"
"rootball","11","0","0","0"
"faisal","1","0","0","0"
"bukayo","1","0","0","0"
"saka","1","0","0","0"
"euro","1","0","0","0"
"manstield","1","0","0","0"
"dividend","3","0","0","0"
"oocial","12","0","0","0"
"newstead","1","0","0","0"
"quarter.finals","6","0","0","0"
"X3o7ooo","1","0","0","0"
"quarter.finais","2","0","0","0"
"a.levels","2","0","0","0"
"belinda","9","0","0","0"
"bencic","9","0","0","0"
"semi.finals","6","0","0","0"
"pmsoclal","3","0","0","0"
"nho","117","0","0","0"
"pmnhos","76","0","0","0"
"pmnho","26","0","0","0"
"introducing","22","0","0","0"
"no.one","36","0","0","0"
"X86ooo","25","0","0","0"
"nhro","1","0","0","0"
"dividends","9","0","0","0"
"X2oooo.","6","0","0","0"
"tymwm","1","0","0","0"
"nhd","1","0","0","0"
"X241oo","2","0","0","0"
"X346","2","0","0","0"
"bienl","6","0","0","0"
"outlining","16","0","0","0"
"reaffirm","12","0","0","0"
"irg","5","0","0","0"
"focussed","10","0","0","0"
"ieg","5","0","0","0"
"ein","2","0","0","0"
"wel","2","0","0","0"
"X1325","11","0","0","0"
"westminster","1","0","0","0"
"riple","3","0","0","0"
"plaster","9","0","0","0"
"gaping","9","0","0","0"
"m3","1","0","0","0"
"yuill","1","0","0","0"
"saysiat","5","0","0","0"
"unis","3","0","0","0"
"wamart","1","0","0","0"
"secretarygeneral","4","0","0","0"
"p2v","2","0","0","0"
"landfallin","2","0","0","0"
"alll","2","0","0","0"
"opentitle","1","0","0","0"
"a.humanitarian","3","0","0","0"
"in1gerla","2","0","0","0"
"amin.s","1","0","0","0"
"nigerla","1","0","0","0"
"alrquality","6","0","0","0"
"particie","6","0","0","0"
"quatity","2","0","0","0"
"puplic","1","0","0","0"
"buitding","1","0","0","0"
"anxietyor","4","0","0","0"
"panaemics","4","0","0","0"
"litecolin","1","0","0","0"
"slovak","2","0","0","0"
"bratislava","2","0","0","0"
"X.bbcdavideades","1","0","0","0"
"nistoric","1","0","0","0"
"archive","1","0","0","0"
"england.s","2","0","0","0"
"forenglandwill","1","0","0","0"
"X1esco","1","0","0","0"
"tesco","2","0","0","0"
"zero.waste","1","0","0","0"
"lo31o","1","0","0","0"
"X177","1","0","0","0"
"inauthentic","1","0","0","0"
"token","1","0","0","0"
"troubies","1","0","0","0"
"troublies","1","0","0","0"
"witil","1","0","0","0"
"vwinter","1","0","0","0"
"sydn.ey","1","0","0","0"
"leam","2","0","0","0"
"exercises","2","0","0","0"
"bullding","1","0","0","0"
"sherlock","1","0","0","0"
"X12.to.1o","1","0","0","0"
"X12.1o.15","2","0","0","0"
"invitations","2","0","0","0"
"schools.based","2","0","0","0"
"X15.year.olas","1","0","0","0"
"doooster","1","0","0","0"
"over.ous","45","0","0","0"
"dooster","43","0","0","0"
"uk.wide","5","0","0","0"
"over.5os","16","0","0","0"
"lincolnshi","1","0","0","0"
"mercuryb","5","0","0","0"
"jod","29","0","0","0"
"nigh","12","0","0","0"
"X16.24.year.olds","1","0","0","0"
"pre.covid","1","0","0","0"
"abta","3","0","0","0"
"low.risk","2","0","0","0"
"tobias","1","0","0","0"
"ives","1","0","0","0"
"banjo","1","0","0","0"
"X1o.year.olds","7","0","0","0"
"englal","1","0","0","0"
"post.drexit","1","0","0","0"
"expense","2","0","0","0"
"cciih","5","0","0","0"
"iniluencer","6","0","0","0"
"cufture","5","0","0","0"
"inrluencer","1","0","0","0"
"rusnes","1","0","0","0"
"patch","2","0","0","0"
"infect","2","0","0","0"
"ipads","2","0","0","0"
"clicking","2","0","0","0"
"agbarha","1","0","0","0"
"orighomisan","1","0","0","0"
"ruppee","1","0","0","0"
"van.tam","5","0","0","0"
"preferably","3","0","0","0"
"citeh","1","0","0","0"
"rolloutis","1","0","0","0"
"japs","1","0","0","0"
"defences","2","0","0","0"
"rom","1","0","0","0"
"X125opm","1","0","0","0"
"midst","1","0","0","0"
"answerea","2","0","0","0"
"bezinash","1","0","0","0"
"pcrand","2","0","0","0"
"X5cotiand","1","0","0","0"
"X5cotland","5","0","0","0"
"eng","1","0","0","0"
"X.year.olds","1","0","0","0"
"furloughed","1","0","0","0"
"balpa","1","0","0","0"
"X.bbeyourquestions","1","0","0","0"
"X26628","2","0","0","0"
"X185","2","0","0","0"
"ccii","2","0","0","0"
"farllament","6","0","0","0"
"china.s","2","0","0","0"
"louise","1","0","0","0"
"miw","3","0","0","0"
"immunisation","19","0","0","0"
"nottingham","1","0","0","0"
"mist","1","0","0","0"
"patches","1","0","0","0"
"medals","8","0","0","0"
"sorrsony","1","0","0","0"
"outsidesource","1","0","0","0"
"chargea","1","0","0","0"
"americaand","1","0","0","0"
"ciey","8","0","0","0"
"pbenews","2","0","0","0"
"ouisdesource","1","0","0","0"
"rla","1","0","0","0"
"sociology","1","0","0","0"
"sprinters","1","0","0","0"
"ciiy","1","0","0","0"
"hiw","2","0","0","0"
"favour","5","0","0","0"
"pubs","4","0","0","0"
"wintet","1","0","0","0"
"gist","3","0","0","0"
"dbooxer","2","0","0","0"
"rrize","3","0","0","0"
"shortlist","10","0","0","0"
"mahmood","2","0","0","0"
"mattan","2","0","0","0"
"X1998","2","0","0","0"
"dooker","1","0","0","0"
"frize","23","0","0","0"
"nadifa","2","0","0","0"
"mohamed","2","0","0","0"
"booxer","5","0","0","0"
"sri","7","0","0","0"
"lankan","4","0","0","0"
"shortlisted","1","0","0","0"
"somali","1","0","0","0"
"starriest","4","0","0","0"
"theme","2","0","0","0"
"crceic","1","0","0","0"
"co.hosted","4","0","0","0"
"eilish","2","0","0","0"
"metgala","1","0","0","0"
"cavas","1","0","0","0"
"galaalso","2","0","0","0"
"timothée","2","0","0","0"
"chalamet","2","0","0","0"
"crceicravas","1","0","0","0"
"ieacei","1","0","0","0"
"yav","1","0","0","0"
"juerceic","1","0","0","0"
"yavas","1","0","0","0"
"mequality","1","0","0","0"
"jnlzoz","1","0","0","0"
"apri52o21","1","0","0","0"
"conironting","2","0","0","0"
"accessto","1","0","0","0"
"fraser","3","0","0","0"
"ihe","5","0","0","0"
"kknown","4","0","0","0"
"stike","1","0","0","0"
"clasnes","1","0","0","0"
"maustry","1","0","0","0"
"paulo","2","0","0","0"
"szot","1","0","0","0"
"galais","1","0","0","0"
"erceieyavas","1","0","0","0"
"drier","2","0","0","0"
"gatsby","1","0","0","0"
"X.bbcferguswalsh","1","0","0","0"
"nenry","1","0","0","0"
"bonsu","1","0","0","0"
"dor1s","1","0","0","0"
"criticises","2","0","0","0"
"inicki","1","0","0","0"
"unsubstantiated","1","0","0","0"
"presidentassassination","1","0","0","0"
"eased","1","0","0","0"
"lov1q","1","0","0","0"
"dooslet","1","0","0","0"
"jads","1","0","0","0"
"rresiaent","4","0","0","0"
"digby","1","0","0","0"
"broaaway","1","0","0","0"
"rememoering","303","0","0","0"
"airliners","11","0","0","0"
"X311","9","0","0","0"
"cacllc","2","0","0","0"
"zlmbabwes","1","0","0","0"
"repuried","1","0","0","0"
"harare","1","0","0","0"
"gazproms","1","0","0","0"
"panaemic","6","0","0","0"
"pele","1","0","0","0"
"tumour","3","0","0","0"
"remeemoeting","1","0","0","0"
"zfdi","1","0","0","0"
"ptg","1","0","0","0"
"yearson","4","0","0","0"
"X2oyears","1","0","0","0"
"semi.finalist","1","0","0","0"
"oraers","2","0","0","0"
"exnumation","2","0","0","0"
"zimbabwe","2","0","0","0"
"russia.germany","3","0","0","0"
"giuffres","2","0","0","0"
"rememoeting","1","0","0","0"
"j11","84","0","0","0"
"vdll","4","0","0","0"
"resisted","8","0","0","0"
"X2997","7","0","0","0"
"l1y","9","0","0","0"
"X2oo5.2oo9","1","0","0","0"
"lawsult","3","0","0","0"
"mi5","14","0","0","0"
"sourcer","2","0","0","0"
"m5","12","0","0","0"
"boe","1","0","0","0"
"X114u","1","0","0","0"
"yediss","1","0","0","0"
"matched","1","0","0","0"
"perpetrator","5","0","0","0"
"rescorla","1","0","0","0"
"marske.by.the.sea","1","0","0","0"
"superted","1","0","0","0"
"plymuh","1","0","0","0"
"horden","2","0","0","0"
"easington","2","0","0","0"
"thurso","2","0","0","0"
"dalziel","2","0","0","0"
"twenly","2","0","0","0"
"mvs","1","0","0","0"
"sentember","1","0","0","0"
"grosvenor","4","0","0","0"
"nygiene","1","0","0","0"
"poliuting","1","0","0","0"
"aisappear","1","0","0","0"
"entrencn","1","0","0","0"
"themsetves","1","0","0","0"
"smatt","1","0","0","0"
"vitiages","1","0","0","0"
"X1esounds","1","0","0","0"
"tike","1","0","0","0"
"actualty","1","0","0","0"
"candles","3","0","0","0"
"forrespondent","2","0","0","0"
"honour","8","0","0","0"
"ccit","2","0","0","0"
"plymmh","1","0","0","0"
"commemorations","3","0","0","0"
"prayers","1","0","0","0"
"sp","1","0","0","0"
"kesperson","1","0","0","0"
"X26o6","8","0","0","0"
"pentigon","1","0","0","0"
"pennsylvanian","1","0","0","0"
"ducanum","2","0","0","0"
"respectively","15","0","0","0"
"mightyjambo","1","0","0","0"
"againsttuperculosis","3","0","0","0"
"mists","1","0","0","0"
"intomutti.purpose.tocations","1","0","0","0"
"anotner","1","0","0","0"
"probtem","1","0","0","0"
"puolic","1","0","0","0"
"wiltall","1","0","0","0"
"ccih","9","0","0","0"
"naiti","1","0","0","0"
"dits","3","0","0","0"
"henrys","3","0","0","0"
"perus","4","0","0","0"
"shining","6","0","0","0"
"abimael","3","0","0","0"
"usopen","1","0","0","0"
"towin","1","0","0","0"
"eeienews","1","0","0","0"
"bradmore","1","0","0","0"
"nott","1","0","0","0"
"howlett","1","0","0","0"
"newsnight","1","0","0","0"
"X2oo1.o9","1","0","0","0"
"mplymauth","2","0","0","0"
"becauseit","1","0","0","0"
"aoesnt","1","0","0","0"
"airierence","1","0","0","0"
"X134","1","0","0","0"
"intomutti","1","0","0","0"
"purpose.tocations","2","0","0","0"
"ampleforth","6","0","0","0"
"yorkshi","6","0","0","0"
"moﬁday","1","0","0","0"
"mplymou","2","0","0","0"
"mplymcu","1","0","0","0"
"fmma","2","0","0","0"
"over.16s","4","0","0","0"
"budapest","10","0","0","0"
"popes","13","0","0","0"
"X1oul","4","0","0","0"
"viktor","34","0","0","0"
"X21122","2","0","0","0"
"anuay","1","0","0","0"
"lavav","1","0","0","0"
"nulls.auanmy","1","0","0","0"
"gosport","1","0","0","0"
"linel","29","0","0","0"
"pontiff","10","0","0","0"
"orban","30","0","0","0"
"orbans","9","0","0","0"
"raducanuwins","1","0","0","0"
"israell","3","0","0","0"
"preak","1","0","0","0"
"cives","1","0","0","0"
"X14u","3","0","0","0"
"perish","8","0","0","0"
"cciy","3","0","0","0"
"cci","3","0","0","0"
"hym","2","0","0","0"
"indecision","1","0","0","0"
"four.time","2","0","0","0"
"anti.semitism","1","0","0","0"
"lavl","1","0","0","0"
"awuuerer","1","0","0","0"
"thewaterjthey","1","0","0","0"
"settled","1","0","0","0"
"talbot","5","0","0","0"
"lnieteacculive","1","0","0","0"
"lhannet","1","0","0","0"
"llbe","1","0","0","0"
"X1ol","1","0","0","0"
"itv","3","0","0","0"
"ha","2","0","0","0"
"thre","1","0","0","0"
"wina","1","0","0","0"
"warwick","2","0","0","0"
"vdccine","1","0","0","0"
"ornithology","2","0","0","0"
"sporrsay","1","0","0","0"
"lanle","1","0","0","0"
"rekom","1","0","0","0"
"fatvomens","1","0","0","0"
"parklife","1","0","0","0"
"itwas","2","0","0","0"
"X2ual","6","0","0","0"
"X131.mile","2","0","0","0"
"kun","1","0","0","0"
"ausl","1","0","0","0"
"hygiene","1","0","0","0"
"mutti","1","0","0","0"
"executfve","1","0","0","0"
"kachel","5","0","0","0"
"uty","1","0","0","0"
"non.proliferation","3","0","0","0"
"wlz","2","0","0","0"
"laner","1","0","0","0"
"earll","1","0","0","0"
"yal","1","0","0","0"
"thorp","1","0","0","0"
"numanitarian","1","0","0","0"
"medvedevin","1","0","0","0"
"anterrogater","1","0","0","0"
"lia","1","0","0","0"
"auva","1","0","0","0"
"cuui","1","0","0","0"
"covia.19","38","0","0","0"
"avaccine","5","0","0","0"
"distinct","4","0","0","0"
"extendaed","2","0","0","0"
"fong","1","0","0","0"
"liananmen","2","0","0","0"
"clampdown","3","0","0","0"
"ammar","16","0","0","0"
"baluchi","16","0","0","0"
"mnuswsd","1","0","0","0"
"fukushima","30","0","0","0"
"nuciear","15","0","0","0"
"objective","5","0","0","0"
"daiichi","3","0","0","0"
"tsunamiin","1","0","0","0"
"chernobyl","2","0","0","0"
"barnoldswick","5","0","0","0"
"lancashire","8","0","0","0"
"polly","9","0","0","0"
"iignt","1","0","0","0"
"tsunami","2","0","0","0"
"cool","2","0","0","0"
"reactors","2","0","0","0"
"X1su","6","0","0","0"
"chafirman","4","0","0","0"
"dlden","3","0","0","0"
"lovid.15","2","0","0","0"
"covid.15","6","0","0","0"
"earlyis","2","0","0","0"
"english.language","4","0","0","0"
"french.lanquage","2","0","0","0"
"anada","8","0","0","0"
"televised","1","0","0","0"
"gaelle","1","0","0","0"
"legroux","1","0","0","0"
"mexico.aoortion","1","0","0","0"
"sinaloa","1","0","0","0"
"tinalists","1","0","0","0"
"l19o1","2","0","0","0"
"fernandezis","3","0","0","0"
"iinalists","3","0","0","0"
"X4.6","3","0","0","0"
"amcham","1","0","0","0"
"destiny","2","0","0","0"
"enei","2","0","0","0"
"annualleadership","1","0","0","0"
"awardsinspired","1","0","0","0"
"wttt","1","0","0","0"
"vaccing","1","0","0","0"
"sharmadean","1","0","0","0"
"beautystack","1","0","0","0"
"veuve","1","0","0","0"
"clicquot","1","0","0","0"
"portal","1","0","0","0"
"stanningfield","2","0","0","0"
"oema","2","0","0","0"
"ridebmg","1","0","0","0"
"reacnes","34","0","0","0"
"rinal","3","0","0","0"
"straight.set","18","0","0","0"
"sakkari","22","0","0","0"
"jcviinterim","5","0","0","0"
"sluggish","10","0","0","0"
"uuyg","1","0","0","0"
"oyg","1","0","0","0"
"X1oo4","5","0","0","0"
"cuzl","7","0","0","0"
"arlo","18","0","0","0"
"sunbeams","10","0","0","0"
"ecb","3","0","0","0"
"backroom","1","0","0","0"
"rink","1","0","0","0"
"tawlik","1","0","0","0"
"mis","10","0","0","0"
"mccallum","22","0","0","0"
"amorale","13","0","0","0"
"embolden","18","0","0","0"
"X119","1","0","0","0"
"X1inal","13","0","0","0"
"X1imal","2","0","0","0"
"finalin","1","0","0","0"
"mid","10","0","0","0"
"kenmccallum","4","0","0","0"
"m15","11","0","0","0"
"blden.aljinping","5","0","0","0"
"cail","1","0","0","0"
"correépondent","1","0","0","0"
"uth","1","0","0","0"
"denmark","8","0","0","0"
"scandinavian","1","0","0","0"
"boden","1","0","0","0"
"aebate","2","0","0","0"
"left.of.centre","1","0","0","0"
"erre","1","0","0","0"
"m1","1","0","0","0"
"néws","2","0","0","0"
"nightclubs","8","0","0","0"
"leue","7","0","0","0"
"leuehle","1","0","0","0"
"X246","3","0","0","0"
"dhita","2","0","0","0"
"railindustry","4","0","0","0"
"adverse","3","0","0","0"
"impactif","3","0","0","0"
"erteirn","1","0","0","0"
"kmma","1","0","0","0"
"upeniemma","1","0","0","0"
"X18.year.oldis","1","0","0","0"
"upenemma","1","0","0","0"
"in.ux","1","0","0","0"
"englandand","1","0","0","0"
"pleuseh","1","0","0","0"
"underplaythe","1","0","0","0"
"forindependence","1","0","0","0"
"servants","1","0","0","0"
"pleuieh","1","0","0","0"
"underplay","1","0","0","0"
"commuting","3","0","0","0"
"kall","4","0","0","0"
"barista","1","0","0","0"
"all246","2","0","0","0"
"vaccinologist","1","0","0","0"
"numoer","1","0","0","0"
"reproduction","1","0","0","0"
"unchanged","1","0","0","0"
"o9.11","1","0","0","0"
"tribunal","5","0","0","0"
"ripplesuicide","1","0","0","0"
"citdy","1","0","0","0"
"wworla","1","0","0","0"
"worla","2","0","0","0"
"ussrv","1","0","0","0"
"cosmonaut","2","0","0","0"
"ccity","5","0","0","0"
"cressiaa","5","0","0","0"
"udei","1","0","0","0"
"X11dl","1","0","0","0"
"X4red","1","0","0","0"
"X37622","2","0","0","0"
"sefcovic","7","0","0","0"
"predictability","3","0","0","0"
"maros","3","0","0","0"
"nortnern","17","0","0","0"
"vice.president","9","0","0","0"
"win.win","2","0","0","0"
"oavol","1","0","0","0"
"X21.year.old","1","0","0","0"
"hammersmith","1","0","0","0"
"recentrainfall","1","0","0","0"
"glaccone","2","0","0","0"
"X174oo","2","0","0","0"
"cheering","1","0","0","0"
"usupen","2","0","0","0"
"secfeeary","1","0","0","0"
"barmouth","1","0","0","0"
"stfc","1","0","0","0"
"goose","1","0","0","0"
"cith","2","0","0","0"
"ures","3","0","0","0"
"seortsoay","1","0","0","0"
"mayo","1","0","0","0"
"X1951","1","0","0","0"
"oecuiily","2","0","0","0"
"tireat","2","0","0","0"
"doss","7","0","0","0"
"db","2","0","0","0"
"mi15","1","0","0","0"
"X1o3oim","6","0","0","0"
"X113oim","4","0","0","0"
"vaccinology","3","0","0","0"
"wellin","1","0","0","0"
"spo","2","0","0","0"
"isorship","2","0","0","0"
"awsuit","1","0","0","0"
"step.down","1","0","0","0"
"dlniversary","1","0","0","0"
"ecretary","1","0","0","0"
"wieee","1","0","0","0"
"uantanamo","2","0","0","0"
"aus","1","0","0","0"
"X78o","1","0","0","0"
"two.year","2","0","0","0"
"lebanese","1","0","0","0"
"semi.final","5","0","0","0"
"bihiel","1","0","0","0"
"ardlad","1","0","0","0"
"utley","6","0","0","0"
"telegraph","10","0","0","0"
"ciiaty","3","0","0","0"
"reclassified","1","0","0","0"
"danish","1","0","0","0"
"i1nal","1","0","0","0"
"yoik","1","0","0","0"
"ccits","1","0","0","0"
"inciaent","5","0","0","0"
"ferry","6","0","0","0"
"assam","5","0","0","0"
"contederate","21","0","0","0"
"much.loved","2","0","0","0"
"enngonia","2","0","0","0"
"drive.throughs","2","0","0","0"
"througn","15","0","0","0"
"semi.1inals","5","0","0","0"
"semi.iinals","6","0","0","0"
"pliskova","4","0","0","0"
"eyemouth","4","0","0","0"
"gnanis","1","0","0","0"
"algnan","1","0","0","0"
